timestamp_TW,uuid,ucid,upid,problem_number,exercise_problem_repeat_session,is_correct,total_sec_taken,total_attempt_cnt,used_hint_cnt,points,badges_cnt,is_self_coach,has_student_cnt,belongs_to_class_cnt,difficulty,learning_stage,cheating
2019-05-27 18:30:00+00:00,06lbf3NxI5yBQ0uPGUHiZAjDbI0C29cVPRWfRzyW2tE=,T7V7D8OgJF2BeuK/agj56BY9ibTmoqRbGdtwrt8a1SQ=,KxdfIoss+a+ZQdjACGHQUmN9atvCMDsTZTmZBlZ0uq8=,3,1,TRUE,22,1,0,14625,1,FALSE,0,0,easy,elementary,0
2019-06-03 14:45:00+00:00,9we3ZDCt8RaNOalumuZVyeOACvqgmFYjkihDcHV6gdA=,EoxaKgXtsgVLpnw8d6TdnsnnqzM2gEb+mHUwkOsZGpU=,D+K5AUSZ0tYkNy1pHaEtnlrQ6zEaf/vxCLl97s5uj18=,10,1,FALSE,29,2,3,419921,30,FALSE,0,1,normal,elementary,0
2019-06-06 00:30:00+00:00,IkGMo48Mz8GD4Pdkk0wuOupav7rHWLTdO9CjhuCh+LA=,fE04LEEwnBo+HjQx10Ikc5iW8dGBbjfZuxqEt31yeaA=,22J8/wmX8Qdbt8FP7NRGh+lL4LoBySu1z+va2GZSzaA=,26,2,FALSE,16,2,0,97431,26,FALSE,0,1,normal,junior,0
2019-06-06 10:45:00+00:00,TkPUktIIC71w2nVEd3mFNBOg/uMHyLuITlZHnVkEIMY=,XGFZ7IrZsoBhRl8og2T59raf/eHUTP3NRcwHW+GLxmQ=,m9O8jp2yyddKm5ECXuNECWlmy0eSYE5koyPY/Kr+W+A=,1,1,TRUE,29,1,0,1343858,52,FALSE,0,1,easy,elementary,0
2019-06-04 11:30:00+00:00,hhgdIXFsGLEzyfAwhzpvQtitDgrIC3MrI5OryUFIZSU=,COZ39Wo+uIUO2s7c2VGEHjJf6Vx0xifxVAiaeHtaTdk=,R3reR6Qsd7eBEy2/zCodEdHg8Bi5u7pftMscUmzQZT0=,1,1,TRUE,17,1,0,458859,106,FALSE,0,1,easy,elementary,0
2019-06-04 14:00:00+00:00,145VgUmUnrnJzqyLeenEAMckgxTTnwWONxt78bkfAek=,402dNPbx+4GTuJz3zqGawb4Vh7B9jYsME8+b/b01PwY=,j17SW2m86fh/DTnG7x/5/P1jUuq1IhrbJL/U0Z+u844=,31,2,FALSE,5,1,3,211639,73,FALSE,0,1,easy,elementary,0
2019-06-11 16:15:00+00:00,pdyZ80jpRpnKW7Gwgi53ZfcnD6B0NiMljyoNbl7Izb4=,dp0m1kS6Bygoksx9S/gkBqTcWPoglbf1HT3Ma3U3N8U=,4YTyU1NeJhqrybIThKGddJ58NXfd6e14SNznaOEMv84=,19,2,FALSE,62,2,2,119961,17,FALSE,0,1,easy,elementary,1
2019-05-11 19:45:00+00:00,er5Sbtuvap3f2J/lev1gK1tp9K5Tmqs8Al/CRVFbzPg=,mt2EzJAE8X1OCXSqE0GMxBB8NsLY8xtig4aYFKSmrhQ=,36L40pefui3R4p45T/3vDC5+qxhwRJJYRYbVcS2zECg=,5,1,TRUE,16,1,0,299700,63,FALSE,0,1,easy,elementary,1
2019-06-07 10:15:00+00:00,XvtQW4+YKE7eCstyqcdIUo8Dwt88A8WBk2P+BdTi+7E=,RKkxBe+3Z33I75tZfZ8EY7LtVnN5QEfE8O0y6bPFCeo=,eO77jtqV1NoAHmHavBrTJj081msB0AFESocTbDfSM6Y=,4,1,FALSE,50,3,0,178402,15,FALSE,0,0,hard,elementary,0
2019-06-05 14:30:00+00:00,Z9LVzeEvBRr0Se5/SPvJM/sQDOhx8crKnt8r7cSOFeA=,FzlL3BMs4RcndF+5SIruQoA/ds42iWUt+cuErOyosIg=,3w+U3EbMseAqJ0XBOBXHH5WysxN1cpKYfJoLIjVtTSg=,3,1,TRUE,26,1,0,162522,26,FALSE,0,2,hard,elementary,0
2019-05-17 13:45:00+00:00,OPOFshTJ4RH0Jw4rh8PlEBgIQnB4Pl01kiiIv4+M5ig=,IH5IsJ7NfivpV8YRPlcRNiwPmrtI+kJpCmIU50BzznQ=,dMgV9NQoj6QOO7QzhvSHdj9GojwKbB5QMT+/cBIeBpo=,4,1,TRUE,14,1,0,99491,13,FALSE,0,1,easy,elementary,0
2019-06-06 07:30:00+00:00,GgXcNWu90jw0mHKEXIK4UEQ9JftbiFaZgmw8guGyCY4=,XGFZ7IrZsoBhRl8og2T59raf/eHUTP3NRcwHW+GLxmQ=,RwNDjy+eT1h4fCe9jDRHRpkjWqthqPf8YqnddmYukE0=,13,1,FALSE,37,3,2,337809,70,FALSE,0,3,easy,elementary,0
2019-05-27 21:00:00+00:00,hT/Os3cY1om6jEqMBCT12qIfm/Y0InSkU6uBd5+WEyo=,FR4KFXSJBwuu1LqaZRVJs+gv6d7T8mqibchrQhNvAKc=,z/KwyhfrY2XT/vL69V1LlWI4cmTETGQAyHyHUob5u64=,8,1,TRUE,18,1,0,225447,26,FALSE,0,10,easy,junior,0
2019-06-03 16:45:00+00:00,qHPA0yaxx9KT8o/7ccYBoyNqLgdLtpz8ZRvHECn9Chk=,I/598ZmMIMeI5NdTNKVBHbbhAMhZA3QRabeZhQ/ddL8=,m4wbMrxpA7Z14j2GhtuHmuZg167XPhCTlJOZoad9Tpg=,2,1,FALSE,18,2,0,255330,26,FALSE,0,2,easy,elementary,1
2019-06-02 23:15:00+00:00,Z8e1KqzRDfqKgMqpz513Mlp0P4Ur6AeE0Euy6SWH5m0=,5GSDEOPz8ykUYPVBbe6s8+TAN1rUxtQgcpirWtxAP30=,voh9sPcwp1BSKmGrTq51zTseSylesNwuCm5rj8QsaZ4=,9,1,TRUE,5,1,0,312514,23,FALSE,0,1,normal,elementary,1
2019-06-04 15:15:00+00:00,BZBUCeXYCMz/8f5/KjyCjermwSYwvJdTvNByzgpiWug=,tcefpcahExZLA6gms/r4H1DHPHzmBUwg8h7hfNlV4sc=,kwUiJ5jd+xp+e/k7qWlGbfCGJlJ5acjNGa8/i/6erdo=,62,3,TRUE,7,1,0,10875,5,FALSE,0,1,easy,elementary,1
2019-06-01 07:00:00+00:00,SjOi3EDcXeaSJZBlB5/Bqp7EzD0S2SoMnL1rbvso8Ew=,xaWHtJt0hf186kbfofLHHt94c0qSZE3L7nvrmIAexws=,Qfm41xWEdJl8xXTB/oV0MEX/B0fezsrnYaBVXwlnRN4=,1,1,TRUE,18,1,0,155974,21,FALSE,0,3,easy,elementary,0
2019-05-03 14:30:00+00:00,xKdEPL0kE4SGEY5Ry0jwv+4cn4mhPZBm+QZBb2FbM3s=,olB2B7ueYn8YeM/OoPIbIX+bgetpmV3h25n3vXx9wkY=,evKCIeXb7FrHu3JEf5pdDHYROx6CFWYzlC7tnWixRWg=,23,2,TRUE,22,1,0,375324,44,FALSE,0,2,normal,elementary,0
2019-05-31 13:15:00+00:00,ArzDVzN1SWKd1meeiANhKCJaaxOst8JuFnf0hcDgZ4o=,s50m57r2jUJxOLDuXF77hZ35UjzqvVkzPKEWj9xqzxI=,MWHLHwtwHNjxf99v/w5Q05Bu5ml0tnxRh5TltFA39cY=,11,1,TRUE,16,1,0,30205,7,FALSE,0,1,easy,elementary,1
2019-06-03 20:45:00+00:00,Cs8W6gd3ZwPuWAr++QUePmN8Zd9JQDgX/dpFw36t0n8=,VLG8jzZDi3OzlWsTunU487LkKuMt8oRCf6DBpBjv/pc=,iWOj/ihItIFSBWxDafe7mzIUry+n37r97uOkCVCIKsw=,1,1,TRUE,39,1,0,45315,1,FALSE,0,1,normal,elementary,0
2019-05-02 08:30:00+00:00,w7VJUUD8bibm534r5zKJbsflRwBQBwqTg1LPk+xJFOg=,6i0db08vxp78rqzmscqC0FXbeJxoms6cn5I6cKthu3Q=,2lqKGolrNV0aheJVD4IdM5q4QQVrxL8o/1tsRodcwMw=,9,1,TRUE,12,1,0,151978,12,FALSE,0,1,normal,elementary,1
2019-05-29 08:30:00+00:00,LTCq/TJE/GZI2aEkQ4C0tPb8fRYrS/9iyGOU2kIJvQE=,K4GS8qPmRPsosinHUMiie4K4rcAVcF05OI/bcQqHJdc=,cBO2cVkL1YTmkqtsY5aMfjk7NCNUEqU8nJLUSln6vu0=,3,1,TRUE,30,1,0,195172,16,FALSE,0,1,easy,elementary,0
2019-06-04 12:30:00+00:00,+SvIwJs8/d+y+J3a6kUMTCOUu0/PPoYeLXhITmcNwhM=,wZCkmlfJ0G2xyiucQ85Ms+DMGXRSg8yhQ+MiwtSHS30=,dhDZb3fhHHG41pBO5jvbYYK+rXsMnYvrk8kCNjQyvN0=,9,1,TRUE,305,1,0,322010,87,FALSE,0,1,normal,elementary,1
2019-05-09 13:00:00+00:00,TKORnEf/GeoBZGk3pQgxRxqso+2JpLihnQO/V34I+9I=,JO/tye7QOCtigcl96GW7BmNDzKXPKE998STsaZtgC7I=,OJuVi0P0ktTh/bshZ53b7RvwP9nm2otnUPr98uQdaAs=,9,1,TRUE,5,1,0,182209,15,FALSE,0,1,hard,elementary,1
2019-05-30 13:45:00+00:00,hNI6zSkfbkFjdYqwz1DTt0o/XaKdNelQGmv/vy0ECIg=,LZ/ZUlrBjPGOINJvKHRijqW+RIVb5QgOmkc74aK/8IY=,VpNl6swi7oinYLM+DJsjKLA49CbVxwngVWWpDiJQMQs=,13,1,TRUE,110,1,0,133649,10,FALSE,0,2,normal,elementary,0
2019-06-06 18:15:00+00:00,7mSXZHToBDVaMf4ySrAOlmja0JoSkYY9TC/Gn00KBq0=,BCz3hEB0CxBDHs6ebA0dwY/yJI1GRKhXo5MmxjsLONM=,OsRdYSA4kVP1dDe/Rh6Bu+A3n5HDZtCFg9cTf+8/LDc=,10,1,FALSE,12,4,1,4047528,673,FALSE,0,0,easy,elementary,0
2019-05-02 09:15:00+00:00,ootHug+bjTZIZluZwIWyPgVubFVk/4kabo+bPfggzEc=,7SG42IykaqcKQf+BZ3fBFrPLaCiKOJJPkBDLvzzOpGA=,eLcdHtpcWHHUJMG4xLIIRbp+uYpysvsB/P1+viBopE8=,18,2,TRUE,14,1,0,202556,23,FALSE,0,1,normal,elementary,0
2019-05-24 22:00:00+00:00,TIcKcJtJ8Pbvi39w2XYx80ZXn0mVk5PtE1BNvDKaT6Q=,dfeeBaa8zDhWS6nu7zeXKwLyi4zqEajI3tJM9/fSBPM=,AiXrnOiEBPOGowesOsaRD2fAQktlA7rZzqTe2ZDxH3g=,12,1,TRUE,17,1,0,17957,2,FALSE,0,0,easy,elementary,0
2019-05-23 19:45:00+00:00,m5Dp/rkjztWsbZhw3r+9eLZvVQMM0dyt8Y5evp+lLEQ=,DBCNxZ0sgsp2UnxD2QjnB5hpbDbKo2poEf5HLMnXhck=,j8DLRz7y4yM8oqNEWKVzFoma0QF9yaNQXOOtYB2h8z8=,9,1,TRUE,12,1,0,59220,9,FALSE,0,0,easy,elementary,1
2019-06-06 10:45:00+00:00,8PZqIm1Dk3EcVEiPXcGPvheUy16Q2qskiA1S5/ZIrUM=,I/598ZmMIMeI5NdTNKVBHbbhAMhZA3QRabeZhQ/ddL8=,6HgnLYSRv9e7zTAERfQZcj8c4juzaK+sZjVUr7oz6Ww=,2,1,FALSE,18,4,1,71070,2,FALSE,0,2,easy,elementary,1
2019-06-01 18:15:00+00:00,QEUW7yMpchTC99LDuhrEkrEaqm0xA8AX2dvmigH9OUg=,CspTRnYx/rdKxnW0RuyjMXwx1vrcR55tQZDzjzV5mRc=,pEJayF6ro0yWtzx2TPDsRVT2ltmUjnxItL24jY2EKPs=,1,1,TRUE,146,1,0,152626,20,FALSE,0,0,normal,elementary,1
2019-06-02 13:30:00+00:00,lXEzEVsLCgOmEVDmjjC8FjP/oFxQcCguUXkzy8Q43NA=,EiOn32wcldy/0j20uRGp8a2BWA9tBLVZiul1Z67Shxk=,0RJ3fZKkoRK//olBM0VJ5ykLjuNjjRGbCq6Y8TEm9FM=,6,1,FALSE,212,2,0,86397,3,TRUE,12,1,normal,junior,0
2019-06-06 17:15:00+00:00,/gfbMXdKwLRP857sJ2IXFViEQQD+xokKsgnba+XKmEQ=,402dNPbx+4GTuJz3zqGawb4Vh7B9jYsME8+b/b01PwY=,A+LUSjUvWYp1C/YXLuXznlhfaxklxxOIhKWxIbM1G50=,6,1,FALSE,232,2,4,496534,97,FALSE,0,3,easy,elementary,1
2019-05-20 19:15:00+00:00,LcYFRcKozmX3U0D+5B54dkzPc/pOzPewRzTVAsctDLY=,fS8PvECka4NC8sJQey0IIfKeZ2dwZQsrj2/lhKun3tE=,mrZIdVfWQcribE6l0yVcfJmeBPuPtXNCnCgi+oaJDr8=,4,1,TRUE,76,1,0,214178,30,FALSE,0,1,easy,elementary,0
2019-06-03 16:15:00+00:00,gMNT85jIxlOlU1A5xASMSVh0PjCOnNJD3U7RUpqP0bs=,lJJFjKGiHUDF22MOGnPT/xBTwl4UiGfkYJkNbbJ3VHk=,rUADQxXQR7erK5LGoU7GYf9qEc3KcQtG+Yzueqb3hEA=,2,1,FALSE,9,2,0,72810,10,FALSE,0,2,easy,elementary,0
